,Content,Polarity
6166,sesud analisis prens mat polit corrupt corruptor mayor apen veo period 'sobrecogedores',1
6167,andaluci prision provisional comunic fianz exchof guerrer tram ere - {link},1
6168,llov madr ¡hoy pued ser gran dia,0
6169,gobiern prep presupuest dur cuent ciu respuest huelg general {link},1
6171,pp for utiliz asturi puls famili lueg cont her pact gobiern cost asturi,1
6172,casc critic supresion fond miner congres vot investidur recort rajoy falsed,1
6173,van blanqu memori cideedff-f-c-abd-fbbea/matas%&amp%ciapng,1
6174,esper captur sid sanguinari cruel jef eta {link},1
6175,“vaquerboy david_bust recuerd superman sol hombr sencill quier enamorar”cabronaz jajaj,0
6176,romney gan ampli illinois unic capaz derrot obam,0
6177,doming abandon veinten tac pas feliz jajaj,0
6180,pio g escuder entiend q vet presupuest sen pued levant seman congres mayori simpl,1
6181,pio g escuder huelg gral parec enmiend total result n larazon_,1
6182,rt oshki rt umusicmex paurubi influyent twitt {link},0
6184,hoy empiez primaver equinoxi may q bonit dia chichenitz ven maravill cont {link},0
6185,cans famili livel,1
6186,“r_fri seman cin español #poloni {link} tard irem ver chisp vid guay poloni,0
6187,“juan_pando_ compr zapat lluvi gore-tex panam jack € suel resbal q acab d met morron plen call hahah,1
6192,reun junt nachoprend plataform apoy centr niemey {link},0
6193,acab termin rued prens sid genial echab men jur {link},0
6195,“lidia_asturi david_bust **¡¡¡¡lo opin realment cont {link} graci corazon,0
6198,elorri regul tipolog terraz bar «atr turismo» corre {link} via elcorreo_com,0
6202,cuatr ase public madr rio maris ybarr reclam dotacion recint {link},1
6203,pp intent quit per trabaj afect esperael silenci d guind tijer d montor #m,1
6206,plan #agaliciaensemanasant maravill com luj,0
6209,likermiminerv abasagoiti parec ridicul lleg punt odi extremi ridicul acert,1
6210,se gust guadian qued man castill manch monag call {link} via gfvar,1
6211,defend servici public salari social cre asturi frent crisis,0
6212,asi - rt luis_verd andreita_a mariviromer nunc pus tan colora ker,0
6213,#videoyañez pso denunci vide ministr reform laboral ofens audiovisual {link},1
6214,dos ultim seman madr #yeswespainisdifferent - funcion,0
6215,hac hor polic frances mantien cerc merah pas pas asi actu quier captur algui viv,0
6216,caramb pap ivan chav 'la democraci peligr si pp gan m' {link} via elmund,1
6217,salud especial twitter paul vazquez clar vam defraud {link} via antenacom,0
6222,pedaz d arbitr k arte sac amarill roj si truc k den titul barc dedic cos,1
6223,ahor bien dich pes gan lig arbitraj normalit k sol eche gan d call nou camp,0
6224,victori #atleti estren gui catalog seman sant gutierrez aragon giraldatvl noch malclic,0
6225,madr conspir neutral justici presion mediat period promotor notici {link},1
6226,buen noch twitteroscom gust twitt cuant segundon perd vid q hayjajjajajajajajajaja bes amapol,0
6229,mal notici autonom pymes {link},1
6230,gent {link},1
6232,clar rt elvis_santos_ mart accion hambr lanz hoy accion ayud mov #hazqueseoig {link},0
6233,segun relat ep unic presion materializ regal ruman camiset madr polvor salv,1
6236,rt cruzrojamadr sab millon person acces agu potabl #aguajust #diamundialdelagu,1
6237,andaluc dcho conoc gobiern gobiern mejor gobiern cambi javierarenas_pp ppandaluz,0
6238,buen dias famili dese feliz dia-,0
6240,fraud ere hac enorm dañ imag andaluc dcho q repart secret diner public dañ andaluc,1
6242,#juevesl trending topic graci,0
6245,injust cendoy viv clm column atac dur cospedal {link} via eldigitalcastillalamanch,1
6246,rt mari_estoperay iba ir limpi descubri concurs buenafuent aqui teneis pens pon camiset,0
6248,ped confianz proyect ilusion revolucion andaluc convert referent españ europ,0
6253,terror vincul fanat religi vuelv azot l mundohast vam segu buenisim ls band interes,1
6254,inaugur #mercadon abc serran barri salamanc proletariz,0
6255,recom alumn comun universidadcjc segu #ired van aprend,0
6258,reflexion dia consort suert,0
6260,mentir cint vide junt electoral orden retir vide ministeri trabaj clar,1
6261,n fichaj mar soray telefon sid inobjet feo coinc lleg pod,1
6263,univers hoy deb abandon burbuj particip convers #ired,1
6266,iren vill abort derech muj martiri telediarioint,1
6267,com emprend minut {link} lun hor cibbv laredinnov,0
6268,viend intervencion psoeasamble dañ hech gran intervencion luciafig #reformalaboral {link} #escuec,1
6275,sol greci malt chipr españ ley d transparent europ zp promet qued promes opacidad=corrupcion,1
6276,- segu - rt victorggpp martarinconpp jotacarmona_ mariviromer mercegonzalezm equip irrepet,0
6277,graci regal tan precios - rt jonatansant mariviromer graci guap,0
6278,polit falton desabr emplaz hoy em aport prueb polic investig pront,1
6279,telefon contrat mar d vicep gobiern espos sec gral pso congres nepot trafic influenci,1
6280,ofrec pact emple sindicat autonom tod socied,0
6281,javierarenas_pp tiemp q vien construccion confianz colabor correspons levant tierr,0
6282,exit d l president mdcospedal sol mes reduc deud c-lm millon {link},0
6284,javierarenas_pp lleg hor cambi oportun pq futur gobiern cambi compromet andaluc,0
6285,terc #ff va dedic interventor apoder q proxim doming realiz importantisim labor x cambi andaluc,0
6286,acto sevill calor compromis lleg huelv fin campañ #mrebelat,0
6287,“marilink fot dia gall pid autograf ristomejid {link} meneam ahor,0
6289,estrategi sorprendent desp noch abraz rt arghe cont {link},0
6290,duch escoces q muev econom optimismo/pesim pued dur tiemp moment d dud sign contradictori,1
6293,{link} conciert veracruz homenaj gran poet mexican agustin lar,0
6295,municipi guerrer confirm dos muert terremot hac dias {link},1
6297,mejor encuentr bien voz pes viaj promocion tan intens content,0
6299,recomend articul juanlusanchez ley transparent {link},0
6300,si andaluc andaluz asi quier -m form gobern andaluc q trabaj minut x tierr,0
6301,si consegu holg mayor necesit cambi trabaj minut gan part par crisis,0
6302,concentr rt alfredo_gag buenafuent hol clas informat coñaz mariia_mcfly brigidabuendi,1
6304,find pas horari veran siiii,0
6305,orej pid rajoy romp secuel negoci eta {link} via libertaddigital,1
6307,#ff seis legionari combat heroic marz {link},0
6309,feliz #yeswespain #yeswespainisdifferent super espect graci,0
6310,felip pid comun rajoy reform rajoy apel comun hac perd #mrebelat,1
6311,manipul termin transparent ajust castig inversion servici public gobiern intervien polit,1
6313,cayo_l ped perfon quit derech vot paraplej desafortun simil cuant men,1
6317,avis traidor qued sol funcion madr d #yeswespainisdifferent t vas perdera esper,0
6318,#ff rt patriestevez maruhuev josemacill guillermoutrer anaroski mariviromer au_auxili msacr #votapp olee,0
6319,ultim años aprend leer prens salmon se x q piens q pagin vendr primer señal q torment pas,0
6322,“la_inform herman merah decl orgull asesinat toulous {link} suanz,1
6324,mañan public #larazondelsab articul nuev #ip toc mord larazon_,0
6326,inaudit profesor pid minut d silenci x terror frances dij q victim sarkozy normal q despid,1
6327,mas“dirigent prenatal sell acuerd cerr tiend desped trabaj {link} #economi #ecofin”,1
6330,vam #yeswespainisdifferent qued sol madr,0
6332,javierarenas_pp vam gan part mercader mied unic mied capt mied sig igual,0
6333,ofrec gobiern decent solucion apoy talent sobr #andaluc #votapp,0
6334,fuerz sur gan futur nadi va pon rodill,0
6335,si quer pod depend vam gan eleccion,0
6336,soundcheck hoy compart prens mexic df graci compañ,0
6337,mañan giron,0
6338,caf berlin flip conciert direct riet manhatt {link},0
6339,buen dia amig,0
6340,- rt mayteoter #sumatealcambiodehor rt elmund adel noch reloj {link},0
6341,ir rt mystra carl air transform cac malag feri dese barbari {link} / cacmalag,0
6343,+ mt manueleric ajmenci enhorabuen #ired magnif resum jlori red twitt mas import #storify,0
6344,verd q mujer-florer inteligent cre convien recapacit definicion,1
6346,pachec pso chup sangr jerez aparec ahor {link} via diariodejerez,1
6348,cuent infantil amiguet juanch si gust vot buen {link},0
6350,parec gllamazar pretend usar privilegi diput recomend perdon mult,1
6351,barcelon grad solecit maravill,0
6352,cant yoland jesusmaran juanluiscan tard arte {link},0
6354,eeuu pon dur españ {link},1
6355,impresion reportaj informesemanal ahor mism seguimient etarr,0
6356,mil graci - rt monchomartinez mariviromer informesemanal mejor dese mañan valladol,0
6357,hoy sopuertabizkaaun edil bildu amenaz vecin ir proces {link} via larazon_,1
6358,march web especial giraldatv #ssant emision direct chat noticias… {link},0
6359,list descarg movil tablet aplic oficial degiraldatv #ssant gratistv servici pco #sevillahoy,0
6363,hoy sab soñ the riv of dreams billy joel {link},0
6365,“evalovemusic david_bust madr dios hac rar unir bustam años jaja”y dos jajajaj,0
6366,graciaaaaaaa amoooooooooo,0
6368,funcionari d comision europe q visit dias xq vigil sin q rutinari,1
6369,naranjoisabel vot - {link},0
6370,ahor ana_torroj protagon fin seman,0
6371,unic nuev deleg gobiern castig derech manifest burl inici diput,1
6372,buen doming,0
6374,“maximhuert david_bust treint bien viv abraz fuert estrella”much graci quer,0
6375,vec mas q californi econom pued soport exces univers {link},1
6376,gran pregon d #ssant ignaci pfranc direct giraldatv web {link} x vez lenguaj sign,0
6377,grand defensor españ autonom gran recomend cast autonom gabriel cruz sanmim libr,0
6379,david_bust felic dav encant ultim videoclip cant plast,0
6380,“jandrohormig david_bust felic disfrut melen pudimos”jajajaj tiemp graci,0
6382,quier agradec salud disc alic % -er maquina-al % -nos hac unas pajillas-,0
6384,rt berto_romer tom caf amig sandr / coffe with my friend sandr {link},0
6385,hecatomb,1
6386,años españ inyeccion millon eur banc {link},1
6387,dol muert tabucchi si conoc buen leer escritor conoc,1
6388,andaluc asturian van propici nuev #gobi popular d javierarenas_pp cherines_pp tan buen conmdcospedal #clm,0
6389,“carlos_latr david_bust felic grand cariño” graci amig,0
6393,dificil interpret aun caid particip eleccion andaluc asturi desconciert redaccion,1
6394,oig noch larg andaluc ajust result com har junt recuent #transparent,1
6399,ahor esper result eleccion much suert andaluc asturian especial j aren cherin,0
6401,si sol encuestaips pq contabiliz diferent result israelitasa #intoxicadoresdejornadaelectoral,1
6402,result sarr cdu merkel fuerz vot soci coalicion clinic muert air gran coalicion,1
6403,qe fastidi fot ve soloconcentr respald pres deet deelorri {link},1
6405,punt empez ccmtv program especial eleccion andaluz asturian pmoral gran equip,0
6416,- rt elisa_cj sed ppandaluz respir tranquil #m #andaluc,0
6418,asturi parec cnfirm victori pso deberi dej gobern l list mas vot dad dificil form mayori si,0
6421,pp andaluz caut todav qued recuent ciudad,0
6424,asturi for + pp andaluc infart,1
6426,da tiemp contest dig q siend andaluz avergonz apoy q dad polit corrupt,1
6427,enhorabuen pp andaluc victori histor respet decision andalucesell dueñ eleccion futur,0
6430,viend escuch cospedal dir cospedal realment content result aren andaluc #m,0
6431,si rajoy present reform laboral dir pp gobiern andaluc falt medidashac falt discurs polit,1
6432,pued fiar estrategi polit desg adversari gent necesit ilusion arriol asi,1
6433,victori gobiern analisis deleg pais andaluc {link} via el_pais,1
6434,quier segu analisis pued hac hor xabi fort mañan #losdesayunosdetv,0
6436,planet creativ nuev plac interes jorn mañan pront susannagris sig punt,0
6437,val llamadm loc cre capitan haddock famili alfred landa#miscosit {link},0
6438,ssantiagosegur tintinh perfaon atisb viv land,0
6439,dur reves rajoy exist derrot dulc post blog pati congres {link},1
6441,graci graci graci cuant segu confi camin ahor toc segu trabaj andaluci,0
6442,moment reflexion rajoy polit cajer supermerc sum product codig ba {link},1
6444,mir ¡me com h segund vez dia hoy disculp segund vez sient cans bon nit,1
6445,paradoj electoral victori decepcion derrot tra alegr {link} #m,1
6446,segu actualiz facebook vide music particip nuev disc cont {link},0
6447,servici geolog eeuu dic terremot sacudi chil anoch º escal richt,1
6448,dia juni tocar estadi vicent calderon celebr años caden llev tod artilleri pes,0
6451,graci “txetxoy aren ingres sub azuc tras tant derrot dulc gran analisis fgare {link},0
6452,tuitraf encontr inform carreter bien,0
6453,graci rt chtgarrot much felic especial ayer ampli plural complet cobertur inform #m,0
6454,#epdesayunopatxi xq form mes part parlament ningun volunt electoral,1
6455,atencion pso pp pierd vot andaluz d ayer respect anterior d diez punt + d abstencion,1
6456,covergènciadespues congresoh marc clar objet llev cataluñ conflict social insumision d coch oficial,1
6457,telit rt manuiz hor esper basetorrejonlleg algui exterioresy llam milit entrad guardi mata,1
6458,graci x felicit abraz {link},0
6459,losadapesc retras feliz cumpleañ,0
6460,asi numer hoy {link},0
6462,vasc lopez vasc {link},1
6464,delit pong fot sindicat valerian gomez ministr par pso ayer #caradur,1
6466,federicoqueved amadeoniz queved pued ped ayud q lueg gast coc fiest prostitu #m,1
6467,carl florian organiz pp habl hoy cop anten tv rne abc punt radi pued hac chat pais,1
6468,rajoy dic lleg seoul result andaluc sid fracas,0
6470,rob dos millon eur joy madrileñ butron - {link},1
6471,corrupcion sig deten 'numer ' diput barcelon trafic influenci {link},1
6472,deten person desaloj edifici centr {link} via elmund,1
6473,pued consult web monclo {link} borrador anteproyect ley transparent hac aport,0
6474,gobiern ahor q nunc q actu situacion polit econom exig contundent pañ calientessin mied huelg,0
6475,#leydetransparent opac restring polit econom monetari propied intelectual industrial alla estand europe,1
6476,gran ferran adri ahor apropios_rn,0
6478,ja ja ja rt alfonso_ege jur intent conten impos pais {link},0
6479,ultimamentea rt drfleischm juanraluc ultim dic usted unas cos extrañ,1
6480,afectarñ andaluc presupuest viern telediarioint,1
6481,hoy q hab sal rued prens aren explic vam dig q pod gobern cuart merec explic,1
6482,cad vez parec mas fede_deju alvar nadal peluc lech dddddd,1
6483,van asalt bundesbank “elpregoneeer fcc acs adjudic tunel alemani millon eur {link},1
6484,alaaaaaaa “albertocuellarr maykanavarr mordisc mejor -”,0
6485,rt“marianorajoy present presupuest auster continu hac reform españ necesit,1
6486,map #medi influyent {link} #period,0
6488,march proced consult public ley transparent acces inform {link},0
6489,{link} aquell quier ver resum conciert ensen aqu #videocapitul,0
6492,agenci notici sanaconsej nacional medi siri da licenci trabaj period revist d politicaeconomiasocied cultur,0
6493,jef sonde + erro dic q culp quiz d propp q vot propso q vot demasi {link},1
6496,acab compr itun version hoy voy mtv duet paulafernand buenisim cancion,0
6497,numer arranc derroch voz ritm {link} via antenacom,0
6498,vi gal #elnumeroun vist pedaz % audienci hiz felic tinetr cia,0
6500,“mile_aguirr david_bust vas mand besoa qe segu esper jaj salud argentina”besazooo,0
6502,rajoy celebr cumpleañ seul cumpl años buen cumpl peor {link},0
6503,javierarenas_pp #andaluc traves urnas posibl altern despues años gan ser mas vot,0
6504,cam d tv_aldi pregunt cre q #m abre cicl polit españ favor pso _rubalcaba_,0
6505,pp admit q m dad alas pso nieg cambi cicl jamonag dic servimedi q rubalc recog tedax n,1
6506,ts conden padr pag vecin eur ruid hij pian,1
6508,empres public q comet irregular telediarioint criadosusan,1
6509,ofert ultim hor {link} bomb €/person noch,0
6510,plan ajust botell taller cultural distrit madr cost %,1
6513,“nosotr dam com humanidad” {link},0
6515,exig ayunt manteng actual nivel emple municipal nivel administr {link},0
6516,dese exit alcald oropes pas vean oropes esmer recr mediev - {link},0
6517,aleman d normand mil d chic d q mat mur creyend q aviacion bombard nuev york {link},1
6518,hoy grab cor segu avanz,0
6519,obra teatr concienci escolar segur vial {link},0
6520,¡curios imagin conciert efimer instrument hiel escuch com suen #vide {link} via bbc,0
6521,paz segur internacional exig compromis activ españ vanguardi ret {link},0
6525,rubalc denunci quel mujer dañ recort consider prioritari iguald deb mand plan valder,1
6526,juan tard erc dic congres q cataluñ recort xq españ ejerc expoli financier realid viv,1
6527,graci rt carlossosa_ tonicant sentenci conden lee rapidit dol tres foli salud {link},0
6528,x favor fotograf marin elcongres x €uraz eur fot via eleconomist,1
6530,felicitats l'equip bàsquet fcb per arrib final four felic equip baloncest fcb lleg final four,0
6531,muer brigad incendi forestal orens {link} via atlas,1
6532,com lleg,1
6534,montor adviert recort presupuest super % {link} via abc_es,1
6535,ue prev españ sub impuest list huelg rent minim insercion {link},1
6536,vist el_hormiguer acab cont comienz gir papitw septiembr sevill {link},0
6537,diegomazon di mism quem estres combat investig españ,1
6538,conoc publi ahor dur na,0
6539,“giannill david_bust guayaquil esper ansi quer dart gran merec abraz x ser tan artistaaaa”abrazooo,0
6540,ven dic sigl pas q albert ruiz antañon simul casp engañ xp quer,1
6541,constat gallardon ide mujer pregunt si sabr justici ministr justici,1
6542,buen reportaj estres postraumat militar {link} via marielarubi,0
6543,cumbr nucl seul avanc {link},0
6544,alarm indic ejecu escas pais aplic pen capital {link} via amnistiaespan,1
6545,andaluci javi aren ofrec dialog pact gobern social insist ª opcion iu,0
6546,incendi declar galici calcin hectar mont brigad mor castrel do val orens,1
6551,“vertel audienci val lider telecinc tras part champions {link} ouyesh,0
6552,guind recib octavill gllamazar,1
6553,enhorabuen iescol basteir iurquizu juanlusanchez luzsanchis jordipc rosamariaartal nac eldiari {link},0
6554,gallardon insufr ahor utiliz martin luth king justific ranci vision muj,1
6555,mktfan aplic permit añad “enemigos” facebook {link} ok cual maxim,0
6556,pued ser segun program ana ros medi latinoamerican dic colat liad ana obregon,1
6557,'ajustazo' botell consecuent polit d ayunt madr derroch despilfarr desmesur,1
6559,pid ciudadan denunci cualqui hech violent coaccion red social traves telef polic,1
6560,esper aguirr pid madrileñ cumpl deb civic denunci cualqui acto violent comet huelg,1
6561,candidat d iu habl d muj d tet gordasx deleg d educacionalgui oid femin quejarsesi pp,1
6562,cam d tv_aldi pregunt impuest men dañin cas d q rajoy dec sub eminambr,1
6563,pabl garcia-roj “euroveg primer baz reform laboral pp” {link},1
6569,fatim bañez pymes hech nuev contrat fij mes medi gppopul ppcv que_hac,0
6570,casual vid lady gag duques alba van cumpleañ {link},0
6571,parec buen ide tuit fot coaccion aguirr llam colg internet fot actos violent {link},1
6572,pso consig escañ asturi gan vot emigr via lanuevaespan upyd decid gobiern asturi,0
6573,gobiern asturi air ordag casc enfrent ahor escañ logr pso vot emigr,1
6574,vot emigr da diput pso asturi empat izquierda-derech atencion diput clav upyd {link},0
6576,hoy homenaj blog espos  {link},0
6577,bien javier_asturi asturian,0
6578,upyd part ppi supuestoq haran usted asturi ehhhestouhmm versi quebuenodepend borja_semp,1
6579,gran sorpres #grabandounduet joaquin miguel sabin bos ahor pued cont - mañan irem mar,0
6580,'el ibex agrav min anual pierd nivel puntos' {link} via expansioncom,1
6581,'s&p pon revision prevision crecimient españa' {link} via expansioncom,1
6582,boletin banc d españ desviacion deficit d cca x desfavor evolu d ingres xq gast inferior presupuest,1
6584,n ped q disculp locutor energumen gent problem alcohol d periodistadigit si deb disculp,1
6585,empez ensegu si quier inform criteri telediarioint telediari,0
6586,buen tods amig aqu nuev vuelt normal content victori ayer champions vamoss,0
6588,mañan buen demostrar viv pais respet derech trabaj hac huelg,0
6589,graci rt inesuc byust graci com universidadcjc organiz #ucjcemprend gran inici,0
6590,tiemp rar encuest anticip result gobiern anticip reaccion ciudadan democraci res #mhg,0
6592,minut comenz huelg general oig bocinaz primer despiert hij favor dorm,1
6593,uffff rt montesinospabl esnotici pais &gt suprem cit elen salg credit conced {link},1
6594,empiez primer #huelgageneral red social veo q aqui va dar batall mas intens call tiemp cambi,0
6596,peg pat papeler cerr bar entiend verd entiend,1
6598,entiend tant violenci rt rafaelporrasg puquet atac lis plici alcazabill,1
6599,ole rt andreytasanzer alejandrosanz imaginais proxim disc //com air indispens p,0
6600,claro todavi rt jdanilopez alejandrosanz entonc quea discoa,0
6602,titul obra inspir asiat qued tint bic - {link},0
6603,polit cuestion desprestigi huelg general añad palabr polit,1
6605,b dias minut herrer onda huelg general ahor deten seguimient desigual guerr cifr,1
6606,si piquet violent porqu quier imped fuerz salg autobus madr,1
6607,pequ col ahor tom caf dias,0
6608,dgt general registr mism retencion trafic hor juev pas,1
6609,oeoeoeoeoeoeoe jpedrerol oeoeoeoeoeoeoe gato_direct oeoeoeoeoeoeoe telediarioint enhorabuen maquin,0
6610,fan fatim bañez ministr par #loteniaquedec,0
6611,portavoz parlamentari pso soray rodriguezexpres nombr pso solidar trabaj q decid secund huelg,0
6612,segun ugt cco seguimient sid masiv turn d noch asegur q jorn transcurr normal escas incident,0
6614,alfons alons pp afirm gobiern vel garantiz derech congres sig reform luch par,0
6622,plan tramp {link} via gfvar,1
6624,ciert liber sindical ferraz mont huelg #miraquemedaquen,1
6626,piquet plen coaccion cerr comerci mediant coaccion gran via #piquetesmafi {link},1
6627,acab presenci agresion piquet ciudadan quier hac huelg gran via #abajolospiquet,1
6628,buen cart alvar marichal respond pil rahol {link},0
6629,sindical inciv pp gan andaluc aunqu iu impid cambi dec transform {link},0
6630,¡notici descombac dispon {link} ▸ histori dia calpur cabadlozan,0
6631,clamor fracas insult par editorial tv_aldi television h especial #enhuelg #fracasosindical,1
6632,fuert abraz caraam sufr carn accion piquet 'informativos' hac trabaj #mafi #intoler,1
6634,segun ministr emple normal gobiern trabaj principal preocup sac españ crisis #congres,0
6635,ministr bañez agarr dat consum energ segun menor huelg,1
6637,mtra emple part troncal reform va cambi necesari mejor emple h anotici,0
6640,#m q quier minimiz habl d normal call comerci abiert q quier agrand fabric sesg,1
6641,huelg japones congres diput sid tant plen termin hor com vec,1
6642,veng port wall street journal {link},0
6643,cco usa 'fot trampa' inflar exit huelg {link} via libertaddigital,1
6645,vam atoch ver incident huelg normal telediarioint,1
6646,congres aplaud fatim bañez soberan nacional vs coaccion sindical telediarioint,0
6647,indign piquet agred niñ discapacit {link} #fracasosindical,1
6649,liad vez bcn batall campal centr barcelon {link},1
6650,encarn bloque insult,1
6651,parec signific unic medi comun incident huelg pag,1
6652,analisis mañan elconfidencial huelg baj intens relaj presion rajoy #dospalabr,1
6653,buen relat #storify ikerarmenti seguimient huelg medi {link} #m,0
6654,tras huelg general hoy mañan presupuest viern dolor,1
6656,tox rajoy pued arruin tres dec dialog social pag consecuent,1
6659,anacron decadent huelg general via el_pais graci jesusespin {link},1
6660,siempr intent manch exit moviliz violenci injustific grup minoritari,1
6661,vot chequ blanc mayor absolut inexpugn pp deb sab experient,1
6662,pelicul prefer watching primer plan {link},0
6663,genov dificil papelet asturi si prim gobiern pierd part man casc si prim part pierd gobiern,1
6665,enhorabuen bilba grand,0
6666,buen athletic perdon chic ehnorabuen,0
6667,raul - athletic ¡aup athletic ¡aup athletic ¡aup athletic,0
6670,pues “emili esper aguirr huelg general «est sindicat caeran mur berlin» {link},1
6671,va dorm - mañan mas mejor #buenasnoch,0
6673,ciert raul crack athletic lech,0
6674,enough today dos huelg esta cuant hombr muert mañan h mananascuatr,1
6675,rt manelmir diferent socialdemocratatext d sevillajordi d lectur imprescind algui cog testig {link},0
6677,rt jesusamadori sevillajordi articul inspir alegr pase perrun d mañan compr libr,0
6680,oeoeoeoeoeoeoe oeoeoe oeoeoe increibl audienci ayer intereconomi canal % shar graci,0
6683,vam camin ser nuev equip mas quer españ empez ser apreci europ orain ta beti gor athletic,0
6685,quier hac cre españ empiez ser greci realid q lej,1
6686,gobiern refugi vot bien negoci merc ciudadan golp merc,1
6687,event entreg #distincion materia# educ cruc jos calasanz #medall educ aragones,0
6688,hoy viern dolor aunqu sub luz mes vien,1
6689,voy aprovech viern irme tudel coloqui eso#pichorrad,0
6690,feliz dia lolacastrodiaz lolacerver lolacuenc loladulop lolagarcior lolapalanc lolapdepr lolarengel lolasanchezdom #ff,0
6691,asi rt juanjemolin perdais aplic #icofrad curr podeis descarg appstor correspondient,0
6692,va caer unfollow q vas levant diasrt elexpecial luc duerm cul tap calla#plastahastacuandonocurr,1
6693,willy toled pas noch calaboz polic sid traslad mañan juez,1
6694,#asteroid metr pas doming cerc tierr nasajpl - {link},1
6695,#lapep contribu repart español proporcion facultad excepcion privilegi algun,0
6696,castellan rt sguein juanraluc das fe asper castellanaloveyouband,0
6702,tard junt direct pp valencian convoc congres revalid albertofabr lid regional ppcv,0
6703,valerian gomez pso ex ministr trabaj subray legitim gobiern hac reform laboral incuestion,0
6704,program violenci gener min d sanid aument presupuest % sub ¡bi,0
6707,recort ministeri % ajust drastic,1
6708,sub iva recort millon eur,1
6709,anotici presupuest recort % congel sueld funcionari sub impuest sociedad,1
6710,anotici gobiern catalan quier endurec ley enfrent violent antisistem barcelon,0
6711,impresion cantid salud recib va dia carg pil rest año,0
6713,luz domest sub % #pge,1
6714,recort millon eur #cmin,1
6716,#presupuest atencion pregunt mantien gobiern prevision pib caer % cre aprob hoy,1
6719,montor habl regulariz fiacal amnist fiscal #consejodeministr,1
6720,#presupuest ido depris montor jur amnist fiscal defraud regularic,1
6721,#presupuest ahor cuent montor maner baratit alcanc defraud regulariz,1
6722,ojo urdangarin rt oportun “ines_calderon montor anunci amnist fiscal traig millon españ #consejoministros”,1
6723,sergior davidbisbal david_bust misterchip mariatoledomt alejandrosanz pabloalbor abraz amig dese mejor,0
6724,rt tuteledigital mananascuatr marc maxim roz % graci interes huelg general {link} practica_cuatr,0
6732,“armando_ bonit retabl {link},0
6733,eliasbendod ahor segu trabaj humild esfuerz respons,0
6735,campañ año eliasbendod margadcm francissal - graci - ppmalag {link},0
6736,agent polic nacional salv niñ atrap incendi linar jaen vecin avis grit via polic,0
6737,unis cuant felic amnist poc felic siempr q nunc pierd lueg van buen x mund penos,1
6739,españ com provoc asturi uci fond miner infraestructur supuest rajoy consecuent,1
6740,#canariosaisl taj millon € subvencion transport resident enciend canari balear ceut melill,1
6741,{link} conciert mañan culiacan fin gir mexic,0
6742,hoy prim dia off real gir pas equip music tecnic,1
6743,“mary_gallego_ david_bust sig prim dia seguir hac muer pk mejor voz”olee graci,0
6744,“policebluetour buen noch tods - #ff fans david_busta”m,0
6745,rt “hermanntertsch primer condicion funcion chanchull q siempr amnist fiscal q enter,1
6747,mied resign manipul 'discurs unico' dat testimoni #malest lasextacolumn,1
6748,carmechaparr da bien,0
6750,oleee rt “trendsespan #lasextacolumn ahor tendenci spain {link} #malest,0
6751,oper blanque diner negr cit protagon #m 'the washington post' {link},0
6752,menud palm q juan iranz {link},1
6753,#ff especial bribon imprescind comentari polit inteligent pued ser maner vin,0
6754,asi ahi toc viv banda“gpaz_ alegr juan anunci present premi billboard d”,0
6755,ahi teneis vide guap abraz buen noch amig {link},0
6757,compart dedic sarasolom ves vuelv sal vez / #sarainforman {link},0
6758,aunqu tard reconoc gran profesional siempr españ raul caballer maner d acab part,0
6762,“noecresp david_bust salud porf ahor corral bueln march solidari cancer”abraz,0
6763,vuel aeropuert español descend % respect ss año pas not crisis,1
6764,mjguem disfrut merec embarc,0
6765,repit imag españa=descontrol=desord spain announc 'extraordinary' €bn budget cuts {link} via guardi,1
6766,aprob inform coordin transform oposicion hachaz presupuestari debat public moviliz social,0
6767,toc derby favor hac mord polv #efes #fccartagen nuev condomin -,0
6768,asi valledup sab gan acompañ honor regres festival,0
6769,impresion incendi fragu do eum lugar bell galici cont h informativost,1
6771,entrand galici ancar huel hum mas incendi as #fragasdoeum aunqu duel corazon,1
6773,cupul oficin nacional investig fraud ces ver amnist fiscal montor,1
6775,ghest tecnic d haciend calcul % sobrecost d lot premi blanqu diner suen #amnistiafiscal,1
6776,k algui lav boc k junt microfon d insult madr pen d hombr,1
6777,siti pued ver part veo madr va gan contadm favor esencial clav gan hoy,0
6781,trasl sentenci tall crist mas bonit #malag #icofrad {link},0
6783,impresion cristian impresion,0
6786,asist involu democrat laboral social ahor fiscal pp tens demasi cuerd demasi person,1
6789,estir despues part tan exigent hoy partidaz ahor sol pens part mart {link},0
6791,saludit perù bell abraz quier rt marlonspidey alejandrosanz salud peru maestr,0
6792,graci tod gent ven noov,0
6793,val reconozc odi madrug {link},1
6794,gust especial maximhuert {link} buen doming,0
6798,buen dias hoy viaj barcelon ensay #elnumeroun menud programon mañan,0
6799,#abril mes prefer - “soniachaconp inaugur mes abril”,0
6800,presupuest parais etern dic q ahor sufr despues lleg defraud transit siempr alli,1
6801,buen dias vuelt cas graci mallorc,0
6802,cad hectar quem año incendi forestal ardid galici volv años #sosfragasdoeum,1
6803,ciert sac vel fond armari hoy entran vigor sub luz % gas %,1
6805,recomend frivol horoscop {link} via el_pais #period,0
6807,casi camit despu d iun gran cociert mio motor vem d abril aren cd mexic,0
